id.lot;id.tender;date;date.auction;id.procurer;id.bidder;cpv;procedure;threshold;transport;payment;count;expected.value;round.0;round.3;add.agreement;quantity;measurement
UA-2016-11-07-000455-b-L1;UA-2016-11-07-000455-b;07.11.2016;19.12.2016;20764314;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;388080;350690;350690;350698;39600;метри кубічні
UA-2016-11-11-000662-a-L1;UA-2016-11-11-000662-a;11.11.2016;19.01.2017;492990;39594527;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;да;после;2;4998000;4516458;4466478;4466580;510000;метри кубічні
UA-2016-12-01-000441-c-L2;UA-2016-12-01-000441-c;01.12.2016;21.12.2016;5537012;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;698838;613016;613016;613030;69222;метри кубічні
UA-2016-12-07-001451-a-L1;UA-2016-12-07-001451-a;07.12.2016;27.12.2016;2229362;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;280963;257792;257792;257798;29110;метри кубічні
UA-2016-12-08-000346-a-L2;UA-2016-12-08-000346-a;08.12.2016;27.12.2016;2545519;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;571100;557915;557915;557928;63000;метри кубічні
UA-2016-12-08-000387-a-L1;UA-2016-12-08-000387-a;08.12.2016;26.12.2016;25575150;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;215600;212539;212539;212544;24000;метри кубічні
UA-2016-12-16-000117-b-L1;UA-2016-12-16-000117-b;16.12.2016;03.01.2017;22414848;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;253808;253807;253807;253813;28660;метри кубічні
UA-2016-12-02-000387-c-L1;UA-2016-12-02-000387-c;02.12.2016;21.12.2016;23888583;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;333156;292241;292241;292248;33000;метри кубічні
UA-2016-12-01-001029-c-L1;UA-2016-12-01-001029-c;01.12.2016;21.12.2016;2545608;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;614318;538875;538875;538888;60850;метри кубічні
UA-2016-10-05-001533-b-L1;UA-2016-10-05-001533-b;05.10.2016;01.11.2016;40616842;39456152;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1035000;1033547;1033547;1033572;123500;метри кубічні
UA-2017-01-05-000144-c-L1;UA-2017-01-05-000144-c;05.01.2017;24.01.2017;4370946;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;282677;247962;247962;247968;28000;метри кубічні
UA-2016-12-26-000949-b-L1;UA-2016-12-26-000949-b;26.12.2016;12.01.2017;2214745;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;50% до, 50% после;2;310000;288982;288982;288989;32632;метри кубічні
UA-2017-01-11-001335-b-L1;UA-2017-01-11-001335-b;11.01.2017;27.01.2017;2147262;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3320000;3300000;3300000;3300080;415000;метри кубічні
UA-2016-12-23-000320-a-L1;UA-2016-12-23-000320-a;23.12.2016;11.01.2017;1996800;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;354657;324485;324485;324493;36641;метри кубічні
UA-2016-12-01-000794-c-L1;UA-2016-12-01-000794-c;01.12.2016;21.12.2016;1996674;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;366976;321908;321908;321916;36350;метри кубічні
UA-2016-12-29-000593-b-L1;UA-2016-12-29-000593-b;29.12.2016;16.01.2017;21560045;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3517000;3321000;3259008;3259090;410000;метри кубічні
UA-2016-12-28-000806-b-L1;UA-2016-12-28-000806-b;28.12.2016;05.01.2017;2009407;39456152;09123000-7 Природний газ;Допорогова закупівля;Допороги;нет;до;2;197000;196898;196898;196903;23000;метри кубічні
UA-2016-12-20-000718-c-L1;UA-2016-12-20-000718-c;20.12.2016;05.01.2017;24282931;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;496720;425817;425817;425828;52;тисяча кубічних метрів
UA-2016-11-15-000652-c-L1;UA-2016-11-15-000652-c;15.11.2016;02.12.2016;4014097;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;500000;498012;498012;498025;55;тисяча кубічних метрів
UA-2016-12-29-001070-b-L1;UA-2016-12-29-001070-b;29.12.2016;16.01.2017;38008294;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;да;после;2;226222;226221;226221;226227;25545;метри кубічні
UA-2016-12-27-001893-b-L1;UA-2016-12-27-001893-b;27.12.2016;13.01.2017;32871852;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;479249;479244;479244;479257;51230;метри кубічні
UA-2016-11-28-001130-a-L1;UA-2016-11-28-001130-a;28.11.2016;10.01.2017;2147109;34528630;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;3;4509000;3932850;3406700;3406800;501000;метри кубічні
UA-2016-12-05-001272-b-L1;UA-2016-12-05-001272-b;05.12.2016;28.12.2016;2143666;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;3;3764000;3318920;3114000;3114100;418000;метри кубічні
UA-2016-12-30-001174-b-L1;UA-2016-12-30-001174-b;30.12.2016;17.01.2017;2144625;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;5;1348620;1057264;1016805;1016839;135200;метри кубічні
UA-2016-12-08-002271-b-L1;UA-2016-12-08-002271-b;08.12.2016;27.12.2016;5477646;39589216;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;576200;483289;483289;483306;54500;метри кубічні
UA-2016-12-01-000513-b-L1;UA-2016-12-01-000513-b;01.12.2016;19.12.2016;2221969;39589216;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;458160;421215;421215;421230;47500;метри кубічні
UA-2017-01-06-000263-c-L1;UA-2017-01-06-000263-c;06.01.2017;24.01.2017;2141762;39589216;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1480000;1479945;1479945;1479998;166892;метри кубічні
UA-2016-11-22-001645-a-L1;UA-2016-11-22-001645-a;22.11.2016;09.12.2016;2909915;39589216;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;540000;529401;529401;529420;59700;метри кубічні
UA-2016-12-15-000471-b-L1;UA-2016-12-15-000471-b;15.12.2016;03.01.2017;2141609;39589216;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;1152000;1058801;1058801;1058839;119400;метри кубічні
UA-2017-01-10-000052-b-L1;UA-2017-01-10-000052-b;10.01.2017;26.01.2017;2141638;39589216;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;4857428;3669845;3669845;3669977;413845;метри кубічні
UA-2016-12-16-000708-a-L1;UA-2016-12-16-000708-a;16.12.2016;03.01.2017;4051276;39589216;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;576400;576399;576399;576420;65000;метри кубічні
UA-2016-12-07-000229-b-L1;UA-2016-12-07-000229-b;07.12.2016;26.12.2016;2141727;39589216;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1540500;1398433;1398433;1398484;157700;метри кубічні
UA-2016-11-28-001317-a-L1;UA-2016-11-28-001317-a;28.11.2016;15.12.2016;2225246;39589216;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;408000;407913;407913;407928;46;тисяча кубічних метрів
UA-2016-11-28-000799-b-L1;UA-2016-11-28-000799-b;28.11.2016;21.12.2016;20424274;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;1600000;1348901;1316901;1316950;165550;метри кубічні
UA-2016-12-01-000550-a-L1;UA-2016-12-01-000550-a;01.12.2016;30.01.2017;2146133;38488691;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;3;4735388;3821462;3500000;3500134;479;тисяча кубічних метрів
UA-2016-09-22-000252-b-L1;UA-2016-09-22-000252-b;22.09.2016;10.10.2016;40196198;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;3;221290;197006;196505;196513;27400;метри кубічні
UA-2016-12-08-000460-b-L1;UA-2016-12-08-000460-b;08.12.2016;27.12.2016;2071045;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;1998581;1880310;1630000;1630068;233000;метри кубічні
UA-2016-11-17-000168-b-L1;UA-2016-11-17-000168-b;17.11.2016;06.12.2016;284032;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;600000;562944;562344;562368;64000;метри кубічні
UA-2016-11-22-000675-c-L1;UA-2016-11-22-000675-c;22.11.2016;04.01.2017;2142129;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;9500000;7679040;7000000;7000320;960000;метри кубічні
UA-2016-11-30-000767-c-L1;UA-2016-11-30-000767-c;30.11.2016;20.12.2016;2005450;39672471;09123000-7 Природний газ;Відкриті торги;Надпороги;;;4;2442600;1945034;1945034;1945124;271400;метри кубічні
UA-2016-10-24-000089-b-L1;UA-2016-10-24-000089-b;24.10.2016;21.11.2016;4590040;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;да;до;2;1074952;1066592;1055911;1055961;126100;метри кубічні
UA-2016-11-24-000886-b-L1;UA-2016-11-24-000886-b;24.11.2016;13.12.2016;3328913;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;3823952;3696000;3475824;3476000;440;тисяча кубічних метрів
UA-2016-12-14-000449-c-L1;UA-2016-12-14-000449-c;14.12.2016;26.01.2017;8320218;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;5;23700000;20405000;20290000;20291050;2650;тисяча кубічних метрів
UA-2017-01-13-000074-b-L1;UA-2017-01-13-000074-b;13.01.2017;30.01.2017;40208700;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;404843;384262;384261;384281;42970;метри кубічні
UA-2016-11-24-000677-b-L1;UA-2016-11-24-000677-b;24.11.2016;14.12.2016;2005310;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1652400;1542240;1523800;1523880;183600;метри кубічні
UA-2017-01-16-000744-b-L1;UA-2017-01-16-000744-b;16.01.2017;01.02.2017;36881445;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;366733;351878;351878;351897;44640;метри кубічні
UA-2016-11-24-001302-c-L1;UA-2016-11-24-001302-c;24.11.2016;04.01.2017;2147032;38553084;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;4;6300000;5558000;5199999;5200300;700000;метри кубічні
UA-2016-11-03-000657-a-L1;UA-2016-11-03-000657-a;03.11.2016;03.01.2017;8439994;36424636;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;12297800;12297800;12236311;12237034;1446800;метри кубічні
UA-2016-12-15-000525-a-L1;UA-2016-12-15-000525-a;15.12.2016;25.01.2017;2143873;38488691;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;протягом розрах періоду;2;5959767;4395000;4178000;4178250;557100;метри кубічні
UA-2016-12-27-000492-c-L1;UA-2016-12-27-000492-c;27.12.2016;13.01.2017;4403673;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;1605000;1426400;1410350;1410436;178333;метри кубічні
UA-2016-09-15-000989-c-L1;UA-2016-09-15-000989-c;15.09.2016;04.10.2016;1983814;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;454999;440390;431290;431317;66224;метри кубічні
UA-2017-01-13-000436-b-L1;UA-2017-01-13-000436-b;13.01.2017;31.01.2017;2145103;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;4;3449498;3126438;3022952;3023142;395751;метри кубічні
UA-2016-12-05-000088-a-L4;UA-2016-12-05-000088-a;05.12.2016;12.01.2017;2010971;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;2813500;2614238;2572036;2572201;331;тисяча кубічних метрів
UA-2016-11-28-000183-a-L1;UA-2016-11-28-000183-a;28.11.2016;15.12.2016;22042223;34440221;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;1647000;1241550;1147425;1147500;150000;метри кубічні
UA-2016-12-02-000521-b-L1;UA-2016-12-02-000521-b;02.12.2016;19.12.2016;2144816;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;3529840;3268000;3039000;3039200;400000;метри кубічні
UA-2016-12-08-002121-b-L4;UA-2016-12-08-002121-b;08.12.2016;26.12.2016;20001496;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;398599;362363;362363;364800;40;тисяча кубічних метрів
UA-2016-12-08-002121-b-L5;UA-2016-12-08-002121-b;08.12.2016;26.12.2016;20001496;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;69471;63156;63156;63840;7;тисяча кубічних метрів
UA-2016-10-07-000136-c-L1;UA-2016-10-07-000136-c;07.10.2016;26.10.2016;1993718;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;2199998;2177928;2155880;2259399;268880;метри кубічні
UA-2016-12-01-000337-b-L1;UA-2016-12-01-000337-b;01.12.2016;20.12.2016;2227268;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1528741;1279337;1259100;1319754;155448;метри кубічні
UA-2016-10-17-000341-b-L1;UA-2016-10-17-000341-b;17.10.2016;07.11.2016;14372923;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;4;469272;465587;448956;470852;55427;метри кубічні
UA-2016-11-29-000806-b-L1;UA-2016-11-29-000806-b;29.11.2016;20.12.2016;14163438;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1207500;1147500;1147500;1215500;130;тисяча кубічних метрів
UA-2016-12-02-000832-a-L1;UA-2016-12-02-000832-a;02.12.2016;20.12.2016;2147769;36066710;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;560798;476633;476632;511724;52755;метри кубічні
UA-2016-11-15-000106-a-L1;UA-2016-11-15-000106-a;15.11.2016;02.12.2016;1988189;36716332;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;245350;225181;223978;241117;24054;метри кубічні
UA-2016-11-29-000141-b-L1;UA-2016-11-29-000141-b;29.11.2016;16.12.2016;14011007;36066710;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;668350;667579;664237;717509;73970;метри кубічні
UA-2017-01-05-000151-a-L1;UA-2017-01-05-000151-a;05.01.2017;23.01.2017;38281870;39393136;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;334265;313120;313120;338400;32960;метри кубічні
UA-2017-01-05-000051-a-L1;UA-2017-01-05-000051-a;05.01.2017;23.01.2017;22786917;39393136;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;557784;522500;522500;564685;55000;метри кубічні
UA-2017-01-05-000172-a-L1;UA-2017-01-05-000172-a;05.01.2017;24.01.2017;22987484;39393136;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;446227;418000;418000;451748;44000;метри кубічні
UA-2016-11-01-000551-a-L1;UA-2016-11-01-000551-a;01.11.2016;21.11.2016;3188317;36716332;09123000-7 Природний газ;Відкриті торги;Надпороги;да;после;2;1050024;985924;984091;1076811;109000;метри кубічні
UA-2016-11-21-000814-a-L1;UA-2016-11-21-000814-a;21.11.2016;08.12.2016;4369883;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;788000;783000;783000;858330;90000;метри кубічні
UA-2016-11-18-000743-c-L1;UA-2016-11-18-000743-c;18.11.2016;06.12.2016;1997248;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1421821;1408595;1408595;1544164;165328;метри кубічні
UA-2016-11-07-000320-b-L1;UA-2016-11-07-000320-b;07.11.2016;28.11.2016;34337636;38488691;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;490000;482500;482500;530444;56096;метри кубічні
UA-2016-09-27-000310-a-L1;UA-2016-09-27-000310-a;27.09.2016;17.10.2016;3071029;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1502132;1445605;1445605;1589384;195352;метри кубічні
UA-2016-11-18-000260-b-L1;UA-2016-11-18-000260-b;18.11.2016;29.12.2016;14309787;36716332;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;2;109587460;109520475;109420475;120305060;13397;тисяча кубічних метрів
UA-2016-12-08-002224-b-L1;UA-2016-12-08-002224-b;08.12.2016;27.12.2016;23887419;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;648000;637618;637618;701352;72000;метри кубічні
UA-2016-12-06-001595-b-L1;UA-2016-12-06-001595-b;06.12.2016;23.12.2016;2144602;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1155342;1013458;1013458;1114760;114440;метри кубічні
UA-2016-11-29-001631-a-L1;UA-2016-11-29-001631-a;29.11.2016;19.12.2016;5384689;38983870;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1013057;818818;818818;900665;95460;метри кубічні
UA-2016-12-01-000584-c-L1;UA-2016-12-01-000584-c;01.12.2016;21.12.2016;1996645;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;650000;480923;480923;528995;54306;метри кубічні
UA-2016-11-29-000306-b-L1;UA-2016-11-29-000306-b;29.11.2016;16.12.2016;2230023;38983870;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;775800;771984;771984;849150;90000;метри кубічні
UA-2016-11-30-000111-c-L1;UA-2016-11-30-000111-c;30.11.2016;19.12.2016;2219990;38983870;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;732700;729096;729096;801975;85000;метри кубічні
UA-2016-12-01-000382-a-L1;UA-2016-12-01-000382-a;01.12.2016;20.12.2016;2409319;38983870;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;431000;428880;428880;471750;50000;метри кубічні
UA-2016-12-07-000187-c-L1;UA-2016-12-07-000187-c;07.12.2016;26.12.2016;1999678;38983870;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;830820;745050;745050;819524;86860;метри кубічні
UA-2016-09-15-000288-a-L1;UA-2016-09-15-000288-a;15.09.2016;29.09.2016;21710384;36619059;09123000-7 Природний газ;Допорогова закупівля;Допороги;нет;после;3;378000;280001;268661;295520;40000;метри кубічні
UA-2016-09-01-000811-c-L1;UA-2016-09-01-000811-c;01.09.2016;21.09.2016;2070789;34440221;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;780000;630000;626100;688700;100000;метри кубічні
UA-2016-12-06-000601-c-L1;UA-2016-12-06-000601-c;06.12.2016;23.12.2016;33774370;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;658735;655443;655443;720987;76660;метри кубічні
UA-2016-11-27-000007-b-L1;UA-2016-11-27-000007-b;27.11.2016;14.12.2016;4370018;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;400000;396581;396581;436239;45584;метри кубічні
UA-2016-12-09-001193-b-L1;UA-2016-12-09-001193-b;09.12.2016;27.12.2016;4402899;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1033022;964912;964912;1061403;113519;метри кубічні
UA-2016-11-28-000988-c-L1;UA-2016-11-28-000988-c;28.11.2016;15.12.2016;22989891;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;372300;301000;301000;331100;35000;метри кубічні
UA-2016-12-09-000252-c-L1;UA-2016-12-09-000252-c;09.12.2016;27.12.2016;38447428;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;326180;275200;275200;302720;32000;метри кубічні
UA-2016-11-14-000071-a-L1;UA-2016-11-14-000071-a;14.11.2016;09.12.2016;26269449;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;4;300004;271094;270610;297671;30612;метри кубічні
UA-2016-11-28-001365-a-L1;UA-2016-11-28-001365-a;28.11.2016;15.12.2016;40737491;31146068;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2567440;2251200;2237800;2461580;268000;метри кубічні
UA-2016-11-23-000834-b-L1;UA-2016-11-23-000834-b;23.11.2016;12.12.2016;38481779;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1074198;980460;968760;1065636;117000;метри кубічні
UA-2016-11-11-000396-c-L1;UA-2016-11-11-000396-c;11.11.2016;29.11.2016;1996272;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1256000;1251900;1251900;1377090;139100;метри кубічні
UA-2016-11-04-000494-c-L1;UA-2016-11-04-000494-c;04.11.2016;01.12.2016;22398210;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1000000;995670;995670;1095237;111000;метри кубічні
UA-2016-12-02-000180-a-L1;UA-2016-12-02-000180-a;02.12.2016;20.12.2016;22989974;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;495400;473000;473000;520300;55000;метри кубічні
UA-2016-11-30-001300-c-L1;UA-2016-11-30-001300-c;30.11.2016;19.12.2016;4056612;31273124;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1215000;1120500;1120500;1232550;135000;метри кубічні
UA-2016-12-02-001516-a-L1;UA-2016-12-02-001516-a;02.12.2016;20.12.2016;1981224;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;270000;258000;258000;283800;30;тисяча кубічних метрів
UA-2016-11-24-000448-b-L1;UA-2016-11-24-000448-b;24.11.2016;20.12.2016;2004380;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1461893;1389750;1389750;1528725;163500;метри кубічні
UA-2016-11-23-000502-c-L1;UA-2016-11-23-000502-c;23.11.2016;12.12.2016;2545910;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;713700;712000;712000;783200;80000;метри кубічні
UA-2016-11-30-000443-a-L1;UA-2016-11-30-000443-a;30.11.2016;20.12.2016;21347662;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;750000;731000;731000;804100;85000;метри кубічні
UA-2016-11-18-000715-a-L1;UA-2016-11-18-000715-a;18.11.2016;06.12.2016;1998226;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;383000;380250;380250;418275;45000;метри кубічні
UA-2016-10-03-001067-b-L1;UA-2016-10-03-001067-b;03.10.2016;21.10.2016;22336769;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;794063;784860;784860;863346;103000;метри кубічні
UA-2016-12-08-002245-b-L1;UA-2016-12-08-002245-b;08.12.2016;27.12.2016;2146908;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2000000;1888887;1888887;2077776;222222;метри кубічні
UA-2017-01-03-000521-b-L1;UA-2017-01-03-000521-b;03.01.2017;20.01.2017;21146541;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;692380;676389;667817;734599;77925;метри кубічні
UA-2016-12-01-001356-a-L1;UA-2016-12-01-001356-a;01.12.2016;20.12.2016;6688167;31146068;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;937099;931950;926652;1019321;109100;метри кубічні
UA-2016-11-23-000343-c-L1;UA-2016-11-23-000343-c;23.11.2016;12.12.2016;2070789;34440221;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;2520000;2317560;2317560;2549400;280000;метри кубічні
UA-2017-01-04-000466-b-L1;UA-2017-01-04-000466-b;04.01.2017;23.01.2017;1991518;37243368;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;3;582000;539370;539370;604500;65000;метри кубічні
UA-2016-09-27-001729-b-L1;UA-2016-09-27-001729-b;27.09.2016;17.10.2016;34906897;37243368;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;183642;171110;171110;195210;24100;метри кубічні
UA-2016-11-30-000453-b-L1;UA-2016-11-30-000453-b;30.11.2016;19.12.2016;2223902;38983870;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;249980;248750;248750;284200;29000;метри кубічні
UA-2016-11-21-001107-a-L1;UA-2016-11-21-001107-a;21.11.2016;09.12.2016;23066473;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2325665;2257783;2257783;2583540;250246;метри кубічні
UA-2016-11-21-000821-a-L1;UA-2016-11-21-000821-a;21.11.2016;09.12.2016;2142276;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;550000;514268;514268;588468;57000;метри кубічні
UA-2016-11-22-000160-a-L1;UA-2016-11-22-000160-a;22.11.2016;09.12.2016;1987402;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1155361;1154847;1154847;1321472;128000;метри кубічні
UA-2016-11-28-000487-a-L1;UA-2016-11-28-000487-a;28.11.2016;14.12.2016;24432282;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1457850;1384526;1384526;1584290;153457;метри кубічні
UA-2016-11-29-000906-a-L1;UA-2016-11-29-000906-a;29.11.2016;16.12.2016;3188263;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1840600;1836026;1836026;2100934;203500;метри кубічні
UA-2016-11-14-001025-a-L1;UA-2016-11-14-001025-a;14.11.2016;07.12.2016;13470061;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;410000;343747;343747;393344;38100;метри кубічні
UA-2016-12-01-000800-a-L1;UA-2016-12-01-000800-a;01.12.2016;20.12.2016;3188234;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2311902;2030004;2030004;2322900;225000;метри кубічні
UA-2016-11-15-001165-a-L1;UA-2016-11-15-001165-a;15.11.2016;06.12.2016;1988700;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;492281;451112;451112;516200;50000;метри кубічні
UA-2016-11-24-000121-a-L1;UA-2016-11-24-000121-a;24.11.2016;13.12.2016;2142566;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3666866;3649496;3649496;4176058;404500;метри кубічні
UA-2016-12-12-000310-c-L1;UA-2016-12-12-000310-c;12.12.2016;29.12.2016;40207068;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1657155;1453645;1453645;1663382;161118;метри кубічні
UA-2016-12-12-000712-b-L1;UA-2016-12-12-000712-b;12.12.2016;29.12.2016;1987913;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3601108;3581261;3581261;4097978;396937;метри кубічні
UA-2016-12-13-001707-b-L1;UA-2016-12-13-001707-b;13.12.2016;29.12.2016;21945673;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3574800;3248006;3248006;3716640;360;тисяча кубічних метрів
UA-2016-11-18-001471-a-L1;UA-2016-11-18-001471-a;18.11.2016;13.12.2016;23641836;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;760000;721779;721779;825920;80;тисяча кубічних метрів
UA-2016-12-12-001564-b-L1;UA-2016-12-12-001564-b;12.12.2016;28.12.2016;20238235;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;600000;541334;541334;619440;60000;метри кубічні
UA-2016-12-12-001576-b-L1;UA-2016-12-12-001576-b;12.12.2016;29.12.2016;20270828;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;358800;351867;351867;402636;39000;метри кубічні
UA-2016-11-19-000107-a-L1;UA-2016-11-19-000107-a;19.11.2016;09.12.2016;2145010;38146483;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3420000;3353348;3319965;3800000;380;тисяча кубічних метрів
